theTime,x,y,z,q1,q2,q3,score,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.02,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.04,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.06,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.08,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.09999999,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.12,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.14,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.16,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.18,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.2,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.22,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.24,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.26,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.28,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.3,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.32,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.34,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.36,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.38,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.4,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.42,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.44,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.46,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.48,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.5,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.52,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.54,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.56,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.58,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.6,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.62,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.64,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.66,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.68,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.7,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.72,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.74,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.76,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.78,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.8,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.82,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.84,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.86,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.88,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.9,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.92,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.94,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.96,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
0.98,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.02,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.04,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.06,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.08,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.1,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.12,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.14,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.16,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.18,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.2,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.22,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.24,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.26,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.28,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.3,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.32,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.34,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.36,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.38,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.4,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.42,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.44,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.46,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.48,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.5,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.52,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.54,50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.56,14.59455,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.58,5.306053,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.6,0.6779709,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.62,-5.59996,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.64,-7.951797,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.66,-13.18684,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.68,-14.72531,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.7,-17.80224,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.72,-20.43961,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.74,-22.52617,0,55.61455,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.76,-22.47411,0,53.25768,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.78,-23.56427,0,48.82387,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.8,-23.9603,0,48.82386,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.82,-23.42853,0,44.72794,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.84,-23.36447,0,42.79481,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.86,-23.36447,0,42.79481,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.88,-21.91309,0,35.73458,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.9,-21.70927,0,34.11955,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.92,-20.15501,0,25.48557,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.94,-19.69926,0,22.95382,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.96,-18.09519,0,15.17706,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.98,-17.61587,0,13.22012,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2,-15.65713,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.02,-14.65236,0,-0.6255913,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.04,-14.01007,0,-3.573677,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.06,-13.56092,0,-5.72485,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.08,-12.81104,0,-8.654217,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.1,-12.81104,0,-8.654217,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.12,-12.13975,0,-11.27659,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.14,-12.13975,0,-11.27659,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.16,-12.13975,0,-11.27659,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.18,-11.67384,0,-12.09069,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.2,-11.67384,0,-12.09069,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.22,-11.48933,0,-12.48755,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.24,-11.40423,0,-12.48756,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.26,-11.40423,0,-12.48756,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.28,-11.33049,0,-12.09069,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.3,-11.42853,0,-11.68737,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.32,-11.54181,0,-10.85899,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.34,-11.65913,0,-10.00091,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.36,-12.15307,0,-6.738686,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.38,-12.29263,0,-5.724854,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.4,-12.43775,0,-4.670673,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.42,-12.58876,0,-3.573677,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.44,-12.58876,0,-3.573677,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.46,-12.58876,0,-3.573677,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.48,-12.58876,0,-3.573677,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.5,-12.48723,0,-3.573673,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.52,-12.74616,0,-2.430626,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.54,-12.74616,0,-2.430626,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.56,-12.87955,0,-1.841759,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.58,-12.80426,0,-1.239792,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.6,-12.94113,0,-0.6255913,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.62,-12.94113,0,-0.6255913,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.64,-12.94113,0,-0.6255913,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.66,-13.0811,0,0.002529144,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.68,-13.0811,0,0.002529144,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.7,-13.11477,0,0.6440773,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.72,-13.14918,0,1.299778,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.74,-13.14918,0,1.299778,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.76,-13.29609,0,1.970131,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.78,-13.33333,0,2.65564,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.8,-13.4857,0,3.3568,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.82,-13.37142,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.84,-13.37142,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.86,-13.37142,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.88,-13.526,9.536743E-07,4.074219,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.9,-13.526,9.536743E-07,4.074219,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.92,-13.41039,9.536743E-07,4.074215,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.94,-13.56723,0,4.808376,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.96,-13.56723,0,4.808376,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.98,-13.72778,0,5.559921,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3,-13.72778,0,5.559921,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.02,-13.72778,0,5.559921,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.04,-13.72778,0,5.559921,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.06,-13.72778,0,5.559921,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.08,-13.72778,0,5.559921,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.1,-13.72778,0,5.559921,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.12,-13.72778,0,5.559921,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.14,-13.60944,0,5.559917,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.16,-13.60944,0,5.559917,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.18,-13.60944,0,5.559917,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.2,-13.60944,0,5.559917,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.22,-13.60944,0,5.559917,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.24,-13.60944,0,5.559917,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.26,-13.60944,0,5.559917,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.28,-13.60944,0,5.559917,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.3,-13.60944,0,5.559917,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.32,-13.33331,9.536743E-07,4.808376,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.34,-13.33331,9.536743E-07,4.808376,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.36,-13.17917,0,4.074215,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.38,-13.06357,0,4.074215,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.4,-12.79999,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.42,-12.79999,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.44,-12.79999,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.46,-12.79999,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.48,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.5,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.52,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.54,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.56,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.58,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.6,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.62,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.64,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.66,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.68,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.7,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.72,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.74,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.76,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.78,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.8,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.82,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.84,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.86,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.88,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.9,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.92,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.94,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.96,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.98,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.02,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.04,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.06,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.08,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.1,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.12,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.14,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.16,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.18,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.2,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.22,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.24,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.26,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.28,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.3,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.32,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.34,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.36,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.38,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.4,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.42,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.44,-12.65536,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.46,-12.54237,0,2.65564,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.48,-11.9774,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.5,-11.8644,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.52,-11.75141,0,2.655632,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.54,-11.29943,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.56,-11.07344,0,2.65564,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.58,-10.73446,0,2.655643,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.6,-10.16949,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.62,-10.05649,0,2.655632,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.64,-9.830504,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.66,-9.717511,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.68,-9.49152,0,2.655632,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.7,-9.039545,0,2.65564,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.72,-8.587567,0,2.65564,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.74,-8.474571,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.76,-8.248585,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.78,-7.231636,0,2.65564,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.8,-7.005648,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.82,-6.101692,0,2.655632,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.84,-5.875704,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.86,-4.971748,0,2.65564,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.88,-4.406777,0,2.65564,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.9,-3.885711,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.92,-2.857141,0,3.3568,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.94,-2.399997,0,3.3568,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.96,-2.28571,0,3.3568,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.98,-1.714284,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
5,-1.142857,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
5.02,-0.9142835,0,3.3568,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
5.04,-0.9142835,0,3.3568,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
5.06,-0.1142867,0,3.3568,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
